i,LOGID,SYSTEM_MACHINE_NAME,USER_MACHINE_NAME,PROJECT_ID,PROJECT_REVISION,BOARD_NAME,BOARD_WIDTH,BOARD_HEIGHT,PROGRAM_ID,PROGRAM_REVISION,PROGRAM_NAME,BOARD_SIDE,INSPECTION_PROCESS_TYPE,MACHINE_TYPE,PG_COMMENT,INSPECTION_PROGRAM_UPDATE,INSPECTION_ID,BOARD_ID,LOT,INSPECTION_END_TIME,CONFIRM_DATE,INSPECTION_RESULT_CODE,INSPECTION_RESULT_NAME,CONFIRM_RESULT_CODE,CONFIRM_RESULT_NAME,USER_CONFIRM_FLAG,INSPECTION_USER_NAME,CONFIRM_USER_ID,CONFIRM_USER_NAME,NG_POINT_COUNT,COMPONENT_COUNT,LAST_RESULT,LOG_ERROR_FLAG,LOG_FIN_FLAG,CREARTE_DATETIME,UPDATE_DATETIME,h.Start,h.End,h.Lean,h.ProgramName,h.Number,h.CompoCnt,m.Start,m.End,m.Lane,m.ProgramName,m.Number,p.Start,p.End,p.ProgramName,p.Number,SqueegeeOpValue,SqueIdentBefore,SqueIdentAfter,SqueegeeOpValueX,SqueegeeOpValueY,SqueegeeOpValueTheta,SqueegeeOpValueY.1,CycleTime,PrintPressureMin,PrintPressureMax,Temperature,Humidity,reflow.time,heater1_up_SetV,heater1_down_SetV,heater2_up_SetV,heater2_down_SetV,heater3_up_SetV,heater3_down_SetV,heater4_up_SetV,heater4_down_SetV,heater5_up_SetV,heater5_down_SetV,heater6_up_SetV,heater6_down_SetV,heater7_up_SetV,heater7_down_SetV,heater8_up_SetV,heater8_down_SetV,cool_temp1.up.SetV,conbereSpeed.SetV,O2density.SP.SetV,combere_width_fix_SetV,deflection_width_fix_SetV,conberewidthSP_setV,deflection_widthSP_SetV,heater1_up_MeasureV,heater1_down_MeasureV,heater2_up_MeasureV,heater2_down_MeasureV,heater3_up_MeasureV,heater3_down_MeasureV,heater4_up_MeasureV,heater4_down_MeasureV,heater5_up_MeasureV,heater5_down_MeasureV,heater6_up_MeasureV,heater6_down_MeasureV,heater7_up_MeasureV,heater7_down_MeasureV,heater8_up_MeasureV,heater8_down_MeasureV,cool_temp1.up.MeasureV,conbereSpeed.MeasureV,O2density.PV.MeasureV,inBoardCNT,ProductionBoardCNT,combere_width_MeasureV,deflection_width_MeasureV,integratedFlow,heater1_up_MV,heater1_down_MV,heater2_up_MV,heater2_down_MV,heater3_up_MV,heater3_down_MV,heater4_up_MV,heater4_down_MV,heater5_up_MV,heater5_down_MV,heater6_up_MV,heater6_down_MV,heater7_up_MV,heater7_down_MV,heater8_up_MV,heater8_down_MV,blower1_up_SetV,blower1_down_SetV,blower2_up_SetV,blower2_down_SetV,blower3_up_SetV,blower3_down_SetV,blower4_up_SetV,blower4_down_SetV,blower5_up_SetV,blower5_down_SetV,blower6_up_SetV,blower6_down_SetV,blower7_up_SetV,blower7_down_SetV,blower8_up_SetV,blower8_down_SetV,blowerC1_up_SetV,h.prg.ProgramName,h.prg.time,h.prg.BoardSizeSetupValue.W.,h.prg.BoardSizeSetupValue.L.,h.prg.BoardSizeSetupValue.t.,h.prg.PojiMarkValue1.X.,h.prg.PojiMarkValue1.Y.,h.prg.PojiMarkValue2.X.,h.prg.PojiMarkValue2.Y.,h...,p.prg.ProgramName,p.prg.time,p.prgPressSetValue.F.,p.prgPressSetValue.R.,p.prgSkgSpdsetvalue.F.,p.prgSkgSpdsetvalue.R.,p.prgSkgStroke.Start.setvalue,SkgStroke.End.setvalue,p.prg.boardvalue.W.,p.prg.boardvalue.L.,p.prg.boardvalue.t.,p.prgPojiMarkValue1.X.,p.prgPojiMarkValue1.Y.,p.prgPojiMarkValue2.X.,p.prgPojiMarkValue2.Y.,p.prgMaskPojiMaskValue1.X.,p.prgMaskPojiMaskValue1.Y.,p.prgMaskPojiMaskValue2.X.,p.prgMaskPojiMaskValue2.Y.,p.prgCleanMethodofMetalMask,p.prg...,P.PRG.23,P.PRG.24,P.PRG.25,P.PRG.26,P.PRG.27,M_E_5806,M_E_5100,M_E_ae04,M_E_3095,M_E_aa28,M_E_3067,m.prg.ProgramName,m.prg.time,m.prg.BoardSizeSetupValue.W.,m.prg.BoardSizeSetupValue.L.,m.prg.BoardSizeSetupValue.t.,m.prg.PojiMarkValue1.X.,m.prg.PojiMarkValue1.Y.,m.prg.PojiMarkValue2.X.,m.prg.PojiMarkValue2.Y.,m.prg...,f.p.work,f.hp.wait,f.h.work,f.mh.wait,f.m.work,f.t.surface,H_Enew_14,H_Enew_5,H_Enew_3,H_Enew_4,H_Enew_9,H_Enew_10,H_Enew_6,H_Enew_0,H_Enew_1,H_Enew_12,H_Enew_8,H_Enew_11
10,59728,VT-S730-0064,VT-S730-0064,81,115,2262867-9_1,313000,221000,3,115,4058614,0,2,3,NA,2.02E+16,148752,1010000000000.00 ,1008007593,2.02E+16,2.02E+16,142,部品位置ずれ,0,正常,0,None,4,v-CA-03,2,1058,10,0,1,05:14.6,14:02.8,2015/9/8 5:08,2015/9/8 5:17,0,4058614-2-1_1,30,920,2015/9/8 5:20,2015/9/8 5:21,0,4058614-2-1_2,60,2015/9/8 4:44,2015/9/8 4:44,2262867-9-1,60,276.675,1,1,-1.08,-0.711,-1.218,96.53,126.484,8.216,8.291,28.253,50.217,2015/9/8 4:44,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,139.3,139.6,160.2,160.2,180.2,180.2,180.1,180.1,180,180,200.2,200,240.3,240.1,260,260.1,63.8,0.9,66,3,35,221,2,113,434,405,104,74,132,140,123,181,47,21,55,124,240,261,308,393,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,4058614-2-1_1,2015/9/8 3:23,313,221,1.6,12,211,301,16,0,2262867-9-1,2015/9/8 3:07,8,8,40,40,45,10,221.2,313,1.75,12,16.417,301.5,211.199,12,16.417,301.5,211.199,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,4058614-2-1_2,2015/9/8 3:24,313,221,1.6,12,211,301,16,10000,7,1417,530,182,52,NA,0,1,0,0,3,8,1,1,0,0,0,0
11,59616,VT-S730-0064,VT-S730-0064,82,179,2262867-9_2,313000,221000,3,178,4058614,1,2,3,NA,2.02E+16,148633,1010000000000.00 ,1007991102,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,4,v-CA-03,10,1568,10,0,1,57:34.3,14:02.7,2015/9/8 5:20,2015/9/8 5:26,1,4058614-2-2_1,1,1386,2015/9/8 5:29,2015/9/8 5:31,0,4058614-2-2_2,1,2015/9/8 5:00,2015/9/8 5:00,2262867-9-2,1,291.479,1,1,0.572,-2.095,-1.335,96.68,285.734,6.897,7.012,27.764,51.668,2015/9/8 5:00,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,140.5,140.2,160.2,160.3,179.9,179.9,180,179.9,180.1,180,199.8,199.8,240.3,240.5,260.2,260.1,63.7,0.9,3641,4,43,221,2,190,116,120,22,74,42,119,164,183,106,21,148,160,225,193,389,489,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,4058614-2-2_2,2015/9/8 5:24,313,221,1.6,301,211,12,16,10000,10,1151,371,211,126,4941,0,4,6,1,1,6,2,1,0,0,0,0
11,59617,VT-S730-0064,VT-S730-0064,82,179,2262867-9_2,313000,221000,3,178,4058614,1,2,3,NA,2.02E+16,148634,1010000000000.00 ,1007991102,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,4,v-CA-03,9,1568,10,0,1,57:39.4,14:02.7,2015/9/8 5:19,2015/9/8 5:28,0,4058614-2-2_1,1,1386,2015/9/8 5:32,2015/9/8 5:39,0,4058614-2-2_2,2,2015/9/8 5:01,2015/9/8 5:01,2262867-9-2,2,291.478,1,1,0.734,-2.152,-1.333,96.68,603.953,6.926,7.012,27.856,51.439,2015/9/8 5:00,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,140.5,140.2,160.2,160.3,179.9,179.9,180,179.9,180.1,180,199.8,199.8,240.3,240.5,260.2,260.1,63.7,0.9,3641,4,43,221,2,190,116,120,22,74,42,119,164,183,106,21,148,160,225,193,389,489,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2262867-9-2,2015/9/8 5:01,7,7,30,30,60,10,221,313,1.6,12,211,301,16,12,211,301,16,4,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,4058614-2-2_2,2015/9/8 5:24,313,221,1.6,301,211,12,16,10000,10,1090,487,238,432,4932,0,4,6,1,1,4,2,1,0,0,0,0
11,59618,VT-S730-0064,VT-S730-0064,82,179,2262867-9_2,313000,221000,3,178,4058614,1,2,3,NA,2.02E+16,148635,1010000000000.00 ,1007991102,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,4,v-CA-03,8,1568,10,0,1,57:44.7,14:02.7,2015/9/8 5:24,2015/9/8 5:31,1,4058614-2-2_1,2,1386,2015/9/8 5:39,2015/9/8 5:45,0,4058614-2-2_2,3,2015/9/8 5:12,2015/9/8 5:12,2262867-9-2,3,291.478,1,1,0.906,-2.136,-1.37,96.68,48.031,6.926,7.012,28.161,50.523,2015/9/8 5:12,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,140.2,140.1,159.3,159.4,180.2,180,180,180,180,180,200.3,200.2,240.1,239.5,260.4,260.4,63.8,0.89,49,3,51,221,2,145,4,123,285,276,111,174,101,92,40,0,15,41,293,379,380,407,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,4058614-2-2_1,2015/9/8 5:22,313,221,1.6,301,211,12,16,0,2262867-9-2,2015/9/8 5:01,7,7,30,30,60,10,221,313,1.6,12,211,301,16,12,211,301,16,4,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,4058614-2-2_2,2015/9/8 5:24,313,221,1.6,301,211,12,16,10000,11,688,474,443,348,5075,0,1,4,1,3,5,3,1,0,0,0,0
11,59619,VT-S730-0064,VT-S730-0064,82,179,2262867-9_2,313000,221000,3,178,4058614,1,2,3,NA,2.02E+16,148636,1010000000000.00 ,1007991102,2.02E+16,2.02E+16,161,はんだ咿少,0,正常,0,None,4,v-CA-03,6,1568,10,0,1,57:50.5,14:02.7,2015/9/8 5:24,2015/9/8 5:34,0,4058614-2-2_1,2,1386,2015/9/8 5:45,2015/9/8 5:47,0,4058614-2-2_2,4,2015/9/8 5:13,2015/9/8 5:13,2262867-9-2,4,291.478,1,1,0.692,-2.158,-1.398,96.68,46.562,6.897,7.012,28.069,50.675,2015/9/8 5:12,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,140.2,140.1,159.3,159.4,180.2,180,180,180,180,180,200.3,200.2,240.1,239.5,260.4,260.4,63.8,0.89,49,3,51,221,2,145,4,123,285,276,111,174,101,92,40,0,15,41,293,379,380,407,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,4058614-2-2_1,2015/9/8 5:22,313,221,1.6,301,211,12,16,0,2262867-9-2,2015/9/8 5:01,7,7,30,30,60,10,221,313,1.6,12,211,301,16,12,211,301,16,4,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,4058614-2-2_2,2015/9/8 5:24,313,221,1.6,301,211,12,16,10000,10,685,559,667,126,4921,0,3,0,1,3,6,4,2,0,0,0,0
11,59620,VT-S730-0064,VT-S730-0064,82,179,2262867-9_2,313000,221000,3,178,4058614,1,2,3,NA,2.02E+16,148637,1010000000000.00 ,1007991102,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,4,v-CA-03,7,1568,10,0,1,57:55.0,14:02.7,2015/9/8 5:27,2015/9/8 5:35,1,4058614-2-2_1,3,1386,2015/9/8 5:47,2015/9/8 5:49,0,4058614-2-2_2,5,2015/9/8 5:14,2015/9/8 5:14,2262867-9-2,5,291.478,1,1,0.923,-2.156,-1.353,96.68,46.547,6.926,7.04,28.1,50.675,2015/9/8 5:14,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,140,139.8,159.8,159.8,180.2,180.2,180,180,179.9,179.9,199.9,200,239.3,239.5,259.9,260,63.4,0.9,53,3,52,221,2,135,17,132,300,251,120,119,85,67,63,175,4,34,542,438,403,433,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,4058614-2-2_1,2015/9/8 5:22,313,221,1.6,301,211,12,16,0,2262867-9-2,2015/9/8 5:01,7,7,30,30,60,10,221,313,1.6,12,211,301,16,12,211,301,16,4,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,4058614-2-2_2,2015/9/8 5:24,313,221,1.6,301,211,12,16,10000,10,755,501,698,127,4939,0,2,0,0,2,4,2,1,0,0,0,0
11,59621,VT-S730-0064,VT-S730-0064,82,179,2262867-9_2,313000,221000,3,178,4058614,1,2,3,NA,2.02E+16,148638,1010000000000.00 ,1007991102,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,4,v-CA-03,5,1568,10,0,1,58:00.4,14:02.7,2015/9/8 5:28,2015/9/8 5:39,0,4058614-2-2_1,3,1386,2015/9/8 5:49,2015/9/8 5:51,0,4058614-2-2_2,6,2015/9/8 5:15,2015/9/8 5:15,2262867-9-2,6,291.478,1,1,0.93,-2.13,-1.364,96.68,46.547,6.926,7.012,28.039,50.752,2015/9/8 5:14,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,140,139.8,159.8,159.8,180.2,180.2,180,180,179.9,179.9,199.9,200,239.3,239.5,259.9,260,63.4,0.9,53,3,52,221,2,135,17,132,300,251,120,119,85,67,63,175,4,34,542,438,403,433,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,4058614-2-2_1,2015/9/8 5:22,313,221,1.6,301,211,12,16,0,2262867-9-2,2015/9/8 5:01,7,7,30,30,60,10,221,313,1.6,12,211,301,16,12,211,301,16,4,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,4058614-2-2_2,2015/9/8 5:24,313,221,1.6,301,211,12,16,10000,10,795,664,579,125,4930,0,3,0,0,2,4,3,2,0,0,0,0
11,59622,VT-S730-0064,VT-S730-0064,82,179,2262867-9_2,313000,221000,3,178,4058614,1,2,3,NA,2.02E+16,148639,1010000000000.00 ,1007991102,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,4,v-CA-03,10,1568,10,0,1,58:05.0,14:02.7,2015/9/8 5:32,2015/9/8 5:42,1,4058614-2-2_1,4,1386,2015/9/8 5:51,2015/9/8 5:53,0,4058614-2-2_2,7,2015/9/8 5:16,2015/9/8 5:16,2262867-9-2,7,291.478,1,1,0.864,-2.118,-1.387,96.68,46.531,6.926,7.012,28.069,50.79,2015/9/8 5:16,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,140.4,140.2,159.6,159.6,180,180,180.2,180.1,180.1,180.1,199.9,199.9,239.8,240.6,260.3,260.3,63.9,0.9,3736,5,52,221,2,194,126,76,64,135,225,213,117,134,100,0,0,12,490,253,428,448,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,4058614-2-2_1,2015/9/8 5:22,313,221,1.6,301,211,12,16,0,2262867-9-2,2015/9/8 5:01,7,7,30,30,60,10,221,313,1.6,12,211,301,16,12,211,301,16,4,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,4058614-2-2_2,2015/9/8 5:24,313,221,1.6,301,211,12,16,10000,10,919,609,553,126,4959,0,3,0,0,2,6,3,2,0,0,0,0
11,59623,VT-S730-0064,VT-S730-0064,82,179,2262867-9_2,313000,221000,3,178,4058614,1,2,3,NA,2.02E+16,148640,1010000000000.00 ,1007991102,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,4,v-CA-03,9,1568,10,0,1,58:10.6,14:02.7,2015/9/8 5:34,2015/9/8 5:46,0,4058614-2-2_1,4,1386,2015/9/8 5:53,2015/9/8 5:55,0,4058614-2-2_2,8,2015/9/8 5:17,2015/9/8 5:17,2262867-9-2,8,291.478,1,1,0.599,-2.13,-1.35,96.68,48.031,6.926,7.012,28.039,50.866,2015/9/8 5:16,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,140.4,140.2,159.6,159.6,180,180,180.2,180.1,180.1,180.1,199.9,199.9,239.8,240.6,260.3,260.3,63.9,0.9,3736,5,52,221,2,194,126,76,64,135,225,213,117,134,100,0,0,12,490,253,428,448,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,4058614-2-2_1,2015/9/8 5:22,313,221,1.6,301,211,12,16,0,2262867-9-2,2015/9/8 5:01,7,7,30,30,60,10,221,313,1.6,12,211,301,16,12,211,301,16,4,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,4058614-2-2_2,2015/9/8 5:24,313,221,1.6,301,211,12,16,10000,10,984,730,449,128,4949,0,3,0,0,3,10,3,3,0,0,0,0
11,59624,VT-S730-0064,VT-S730-0064,82,179,2262867-9_2,313000,221000,3,178,4058614,1,2,3,NA,2.02E+16,148641,1010000000000.00 ,1007991102,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,4,v-CA-03,7,1568,10,0,1,58:16.6,14:02.7,2015/9/8 5:37,2015/9/8 5:47,1,4058614-2-2_1,5,1386,2015/9/8 5:56,2015/9/8 5:58,0,4058614-2-2_2,9,2015/9/8 5:19,2015/9/8 5:19,2262867-9-2,9,291.478,1,1,0.555,-2.14,-1.359,96.68,46.547,6.954,7.012,28.039,50.714,2015/9/8 5:18,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,140.4,140.1,160.2,160.2,180.1,180.1,179.8,179.9,180,180,200.2,200.2,239.3,238.9,260.3,259.8,64.2,0.9,49,4,54,221,2,162,93,119,97,69,42,122,163,214,125,128,9,3,424,484,423,535,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,4058614-2-2_1,2015/9/8 5:22,313,221,1.6,301,211,12,16,0,2262867-9-2,2015/9/8 5:01,7,7,30,30,60,10,221,313,1.6,12,211,301,16,12,211,301,16,4,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,4058614-2-2_2,2015/9/8 5:24,313,221,1.6,301,211,12,16,10000,10,1090,626,493,173,4979,0,4,0,0,3,9,3,3,0,0,0,0
11,59625,VT-S730-0064,VT-S730-0064,82,179,2262867-9_2,313000,221000,3,178,4058614,1,2,3,NA,2.02E+16,148642,1010000000000.00 ,1007991102,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,4,v-CA-03,7,1568,10,0,1,58:21.6,14:02.7,2015/9/8 5:39,2015/9/8 5:52,0,4058614-2-2_1,5,1386,2015/9/8 5:58,2015/9/8 6:01,0,4058614-2-2_2,10,2015/9/8 5:19,2015/9/8 5:20,2262867-9-2,10,291.478,1,1,0.758,-2.129,-1.39,96.68,46.578,6.954,7.04,27.978,50.866,2015/9/8 5:20,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,139.1,139.2,160.2,160.1,180.1,180.1,180,180,180,180,200.3,200.2,240.2,240.8,260.1,260.5,64.2,0.89,4735,4,55,221,2,134,312,309,62,96,144,124,66,36,181,119,32,30,265,85,354,298,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,4058614-2-2_1,2015/9/8 5:22,313,221,1.6,301,211,12,16,0,2262867-9-2,2015/9/8 5:01,7,7,30,30,60,10,221,313,1.6,12,211,301,16,12,211,301,16,4,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,4058614-2-2_2,2015/9/8 5:24,313,221,1.6,301,211,12,16,10000,10,1197,768,374,126,4969,0,3,0,0,2,7,2,2,0,0,0,0
11,59634,VT-S730-0064,VT-S730-0064,82,179,2262867-9_2,313000,221000,3,178,4058614,1,2,3,NA,2.02E+16,148653,1010000000000.00 ,1007983354,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,4,v-CA-03,7,1568,10,0,1,58:55.8,14:02.7,2015/9/8 5:41,2015/9/8 5:53,1,4058614-2-2_1,6,1386,2015/9/8 6:01,2015/9/8 6:04,0,4058614-2-2_2,11,2015/9/8 5:21,2015/9/8 5:21,2262867-9-2,11,291.478,1,1,0.442,-2.13,-1.351,96.68,46.562,6.926,7.069,28.069,50.866,2015/9/8 5:20,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,139.1,139.2,160.2,160.1,180.1,180.1,180,180,180,180,200.3,200.2,240.2,240.8,260.1,260.5,64.2,0.89,4735,4,55,221,2,134,312,309,62,96,144,124,66,36,181,119,32,30,265,85,354,298,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,4058614-2-2_1,2015/9/8 5:22,313,221,1.6,301,211,12,16,0,2262867-9-2,2015/9/8 5:01,7,7,30,30,60,10,221,313,1.6,12,211,301,16,12,211,301,16,4,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,4058614-2-2_2,2015/9/8 5:24,313,221,1.6,301,211,12,16,10000,10,1207,688,488,174,4999,0,2,0,0,2,7,2,1,0,0,0,0
11,59635,VT-S730-0064,VT-S730-0064,82,179,2262867-9_2,313000,221000,3,178,4058614,1,2,3,NA,2.02E+16,148654,1010000000000.00 ,1007983354,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,4,v-CA-03,10,1568,10,0,1,59:01.2,14:02.7,2015/9/8 5:45,2015/9/8 5:57,0,4058614-2-2_1,6,1386,2015/9/8 6:04,2015/9/8 6:06,0,4058614-2-2_2,12,2015/9/8 5:22,2015/9/8 5:22,2262867-9-2,12,291.478,1,1,0.796,-2.119,-1.349,96.68,46.547,6.926,7.04,28.008,50.905,2015/9/8 5:22,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,140.4,140.3,159.8,159.8,179.9,179.9,180.1,180,180,180.1,199.7,199.7,240.2,239.8,260.3,260.2,64.3,0.9,4535,3,57,221,2,144,131,110,29,51,235,273,31,103,76,24,152,133,304,183,380,467,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,4058614-2-2_1,2015/9/8 5:22,313,221,1.6,301,211,12,16,0,2262867-9-2,2015/9/8 5:01,7,7,30,30,60,10,221,313,1.6,12,211,301,16,12,211,301,16,4,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,4058614-2-2_2,2015/9/8 5:24,313,221,1.6,301,211,12,16,10000,10,1418,674,422,125,4984,0,4,0,0,0,4,4,4,0,0,0,0
11,59636,VT-S730-0064,VT-S730-0064,82,179,2262867-9_2,313000,221000,3,178,4058614,1,2,3,NA,2.02E+16,148655,1010000000000.00 ,1007983354,2.02E+16,2.02E+16,142,部品位置ずれ,0,正常,0,None,4,v-CA-03,4,1568,10,0,1,59:08.0,14:02.7,2015/9/8 5:47,2015/9/8 5:58,1,4058614-2-2_1,7,1386,2015/9/8 6:06,2015/9/8 6:08,0,4058614-2-2_2,13,2015/9/8 5:23,2015/9/8 5:23,2262867-9-2,13,291.478,1,1,0.722,-2.136,-1.36,96.68,48.031,6.926,7.012,28.008,50.79,2015/9/8 5:22,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,140.4,140.3,159.8,159.8,179.9,179.9,180.1,180,180,180.1,199.7,199.7,240.2,239.8,260.3,260.2,64.3,0.9,4535,3,57,221,2,144,131,110,29,51,235,273,31,103,76,24,152,133,304,183,380,467,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,4058614-2-2_1,2015/9/8 5:22,313,221,1.6,301,211,12,16,0,2262867-9-2,2015/9/8 5:01,7,7,30,30,60,10,221,313,1.6,12,211,301,16,12,211,301,16,4,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,4058614-2-2_2,2015/9/8 5:24,313,221,1.6,301,211,12,16,10000,10,1422,667,468,125,4964,0,3,0,0,0,5,4,4,0,0,0,0
11,59637,VT-S730-0064,VT-S730-0064,82,179,2262867-9_2,313000,221000,3,178,4058614,1,2,3,NA,2.02E+16,148656,1010000000000.00 ,1007983354,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,4,v-CA-03,11,1568,10,0,1,59:12.1,14:02.7,2015/9/8 5:49,2015/9/8 6:00,0,4058614-2-2_1,7,1386,2015/9/8 6:08,2015/9/8 6:10,0,4058614-2-2_2,14,2015/9/8 5:24,2015/9/8 5:24,2262867-9-2,14,291.478,1,1,0.792,-2.13,-1.367,96.68,46.578,6.926,7.012,27.947,50.79,2015/9/8 5:24,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,221,60,140,140,160.1,160.1,180.1,180.1,180,180.1,180.1,180.1,200.2,200.1,239.7,239.4,259.9,259.7,64.4,0.91,59,2,58,221,2,117,146,104,91,92,198,142,128,85,88,131,71,60,216,329,550,656,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,4058614-2-2_1,2015/9/8 5:22,313,221,1.6,301,211,12,16,0,2262867-9-2,2015/9/8 5:01,7,7,30,30,60,10,221,313,1.6,12,211,301,16,12,211,301,16,4,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,4058614-2-2_2,2015/9/8 5:24,313,221,1.6,301,211,12,16,10000,10,1515,668,456,126,4917,0,3,0,0,0,4,4,4,0,0,0,0
