i,LOGID,SYSTEM_MACHINE_NAME,USER_MACHINE_NAME,PROJECT_ID,PROJECT_REVISION,BOARD_NAME,BOARD_WIDTH,BOARD_HEIGHT,PROGRAM_ID,PROGRAM_REVISION,PROGRAM_NAME,BOARD_SIDE,INSPECTION_PROCESS_TYPE,MACHINE_TYPE,PG_COMMENT,INSPECTION_PROGRAM_UPDATE,INSPECTION_ID,BOARD_ID,LOT,INSPECTION_END_TIME,CONFIRM_DATE,INSPECTION_RESULT_CODE,INSPECTION_RESULT_NAME,CONFIRM_RESULT_CODE,CONFIRM_RESULT_NAME,USER_CONFIRM_FLAG,INSPECTION_USER_NAME,CONFIRM_USER_ID,CONFIRM_USER_NAME,NG_POINT_COUNT,COMPONENT_COUNT,LAST_RESULT,LOG_ERROR_FLAG,LOG_FIN_FLAG,CREARTE_DATETIME,UPDATE_DATETIME,h.Start,h.End,h.Lean,h.ProgramName,h.Number,h.CompoCnt,m.Start,m.End,m.Lane,m.ProgramName,m.Number,p.Start,p.End,p.ProgramName,p.Number,SqueegeeOpValue,SqueIdentBefore,SqueIdentAfter,SqueegeeOpValueX,SqueegeeOpValueY,SqueegeeOpValueTheta,SqueegeeOpValueY.1,CycleTime,PrintPressureMin,PrintPressureMax,Temperature,Humidity,reflow.time,heater1_up_SetV,heater1_down_SetV,heater2_up_SetV,heater2_down_SetV,heater3_up_SetV,heater3_down_SetV,heater4_up_SetV,heater4_down_SetV,heater5_up_SetV,heater5_down_SetV,heater6_up_SetV,heater6_down_SetV,heater7_up_SetV,heater7_down_SetV,heater8_up_SetV,heater8_down_SetV,cool_temp1.up.SetV,conbereSpeed.SetV,O2density.SP.SetV,combere_width_fix_SetV,deflection_width_fix_SetV,conberewidthSP_setV,deflection_widthSP_SetV,heater1_up_MeasureV,heater1_down_MeasureV,heater2_up_MeasureV,heater2_down_MeasureV,heater3_up_MeasureV,heater3_down_MeasureV,heater4_up_MeasureV,heater4_down_MeasureV,heater5_up_MeasureV,heater5_down_MeasureV,heater6_up_MeasureV,heater6_down_MeasureV,heater7_up_MeasureV,heater7_down_MeasureV,heater8_up_MeasureV,heater8_down_MeasureV,cool_temp1.up.MeasureV,conbereSpeed.MeasureV,O2density.PV.MeasureV,inBoardCNT,ProductionBoardCNT,combere_width_MeasureV,deflection_width_MeasureV,integratedFlow,heater1_up_MV,heater1_down_MV,heater2_up_MV,heater2_down_MV,heater3_up_MV,heater3_down_MV,heater4_up_MV,heater4_down_MV,heater5_up_MV,heater5_down_MV,heater6_up_MV,heater6_down_MV,heater7_up_MV,heater7_down_MV,heater8_up_MV,heater8_down_MV,blower1_up_SetV,blower1_down_SetV,blower2_up_SetV,blower2_down_SetV,blower3_up_SetV,blower3_down_SetV,blower4_up_SetV,blower4_down_SetV,blower5_up_SetV,blower5_down_SetV,blower6_up_SetV,blower6_down_SetV,blower7_up_SetV,blower7_down_SetV,blower8_up_SetV,blower8_down_SetV,blowerC1_up_SetV,h.prg.ProgramName,h.prg.time,h.prg.BoardSizeSetupValue.W.,h.prg.BoardSizeSetupValue.L.,h.prg.BoardSizeSetupValue.t.,h.prg.PojiMarkValue1.X.,h.prg.PojiMarkValue1.Y.,h.prg.PojiMarkValue2.X.,h.prg.PojiMarkValue2.Y.,h...,p.prg.ProgramName,p.prg.time,p.prgPressSetValue.F.,p.prgPressSetValue.R.,p.prgSkgSpdsetvalue.F.,p.prgSkgSpdsetvalue.R.,p.prgSkgStroke.Start.setvalue,SkgStroke.End.setvalue,p.prg.boardvalue.W.,p.prg.boardvalue.L.,p.prg.boardvalue.t.,p.prgPojiMarkValue1.X.,p.prgPojiMarkValue1.Y.,p.prgPojiMarkValue2.X.,p.prgPojiMarkValue2.Y.,p.prgMaskPojiMaskValue1.X.,p.prgMaskPojiMaskValue1.Y.,p.prgMaskPojiMaskValue2.X.,p.prgMaskPojiMaskValue2.Y.,p.prgCleanMethodofMetalMask,p.prg...,P.PRG.23,P.PRG.24,P.PRG.25,P.PRG.26,P.PRG.27,M_E_5806,M_E_5100,M_E_ae04,M_E_3095,M_E_aa28,M_E_3067,m.prg.ProgramName,m.prg.time,m.prg.BoardSizeSetupValue.W.,m.prg.BoardSizeSetupValue.L.,m.prg.BoardSizeSetupValue.t.,m.prg.PojiMarkValue1.X.,m.prg.PojiMarkValue1.Y.,m.prg.PojiMarkValue2.X.,m.prg.PojiMarkValue2.Y.,m.prg...,f.p.work,f.hp.wait,f.h.work,f.mh.wait,f.m.work,f.t.surface,H_Enew_14,H_Enew_5,H_Enew_3,H_Enew_4,H_Enew_9,H_Enew_10,H_Enew_6,H_Enew_0,H_Enew_1,H_Enew_12,H_Enew_8,H_Enew_11
6,56573,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145254,1010000000000.00 ,1007990905,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,2,v-CA-01,4,266,10,0,1,09:13.5,10:51.7,2015/9/3 1:08,2015/9/3 1:17,0,1661200-0-1_1,7,260,2015/9/3 1:22,2015/9/3 1:23,0,1661200-0-1_2,13,2015/9/3 1:01,2015/9/3 1:01,5301481-4-1,13,206.473,0,1,0.257,-0.406,-1.092,97.18,16.735,5.075,5.205,28.314,49.683,2015/9/3 1:00,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,95,60,140,140.1,160,160,180,179.9,179.9,180,180,180,200,200,240,240.1,259.9,259.9,57.2,0.9,4497,7,273,95,2,118,123,178,142,131,128,239,82,142,68,65,55,37,245,230,348,391,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,4,453,547,304,30,NA,0,0,8,0,1,1,0,0,0,0,0,0
6,56574,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145255,1010000000000.00 ,1007990905,2.02E+16,2.02E+16,142,部品位置ずれ,0,正常,0,None,2,v-CA-01,3,266,10,0,1,09:15.4,10:51.7,2015/9/3 1:09,2015/9/3 1:18,1,1661200-0-1_1,7,260,2015/9/3 1:23,2015/9/3 1:23,0,1661200-0-1_2,14,2015/9/3 1:01,2015/9/3 1:01,5301481-4-1,14,206.473,1,0,0.002,-1.642,-2.427,97.18,16.859,5.03,5.202,28.283,49.644,2015/9/3 1:02,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,95,60,140,140,160,160,180,180.1,180,180,180,180.1,200,200,240,240.5,260,259.9,57.2,0.91,3981,4,276,95,2,150,119,96,91,101,80,168,98,83,57,152,91,51,297,137,408,410,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,5,474,545,302,30,NA,0,0,9,0,1,1,0,0,0,0,0,0
6,56575,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145256,1010000000000.00 ,1007990905,2.02E+16,2.02E+16,143,部品脚折れ?曲がり,0,正常,0,None,2,v-CA-01,4,266,10,0,1,09:17.2,10:51.7,2015/9/3 1:12,2015/9/3 1:18,0,1661200-0-1_1,8,260,2015/9/3 1:23,2015/9/3 1:24,0,1661200-0-1_2,15,2015/9/3 1:01,2015/9/3 1:01,5301481-4-1,15,206.472,0,1,0.21,-0.419,-1.167,97.18,170.078,5.075,5.205,28.344,49.759,2015/9/3 1:02,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,95,60,140,140,160,160,180,180.1,180,180,180,180.1,200,200,240,240.5,260,259.9,57.2,0.91,3981,4,276,95,2,150,119,96,91,101,80,168,98,83,57,152,91,51,297,137,408,410,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,5,655,384,298,33,NA,0,0,9,0,1,1,0,0,0,0,0,0
6,56576,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145257,1010000000000.00 ,1007990905,2.02E+16,2.02E+16,154,部品浮きAき,0,正常,0,None,2,v-CA-01,1,266,10,0,1,09:19.4,10:51.7,2015/9/3 1:13,2015/9/3 1:19,1,1661200-0-1_1,8,260,2015/9/3 1:24,2015/9/3 1:27,0,1661200-0-1_2,16,2015/9/3 1:04,2015/9/3 1:04,5301481-4-1,16,206.473,1,0,0.097,-1.599,-2.452,97.18,16.828,4.796,5.118,28.344,49.339,2015/9/3 1:04,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,95,60,140,139.9,160,160,180,180.1,180,180,180,180,200,200.1,240,239.8,260,260,57.1,0.89,4157,1,279,95,2,172,99,131,52,118,161,117,52,104,112,50,20,70,286,206,393,390,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,5,523,382,299,175,NA,0,0,9,0,1,1,0,0,0,0,0,0
6,56577,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145258,1010000000000.00 ,1007990905,2.02E+16,2.02E+16,143,部品脚折れ?曲がり,0,正常,0,None,2,v-CA-01,4,266,10,0,1,09:21.4,10:51.7,2015/9/3 1:13,2015/9/3 1:20,0,1661200-0-1_1,9,260,2015/9/3 1:27,2015/9/3 1:28,0,1661200-0-1_2,17,2015/9/3 1:04,2015/9/3 1:04,5301481-4-1,17,206.473,0,1,0.147,-0.371,-1.167,97.18,251.219,5.075,5.151,28.375,49.377,2015/9/3 1:04,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,95,60,140,139.9,160,160,180,180.1,180,180,180,180,200,200.1,240,239.8,260,260,57.1,0.89,4157,1,279,95,2,172,99,131,52,118,161,117,52,104,112,50,20,70,286,206,393,390,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,5,533,384,447,32,NA,0,0,9,0,1,1,0,0,0,0,0,0
6,56597,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145259,1010000000000.00 ,1007990905,2.02E+16,2.02E+16,142,部品位置ずれ,0,正常,0,None,2,v-CA-01,5,266,10,0,1,25:26.3,10:51.8,2015/9/3 1:14,2015/9/3 1:20,1,1661200-0-1_1,9,260,2015/9/3 1:28,2015/9/3 1:28,0,1661200-0-1_2,18,2015/9/3 1:09,2015/9/3 1:09,5301481-4-1,18,206.473,1,0,0.308,-1.53,-2.452,97.18,16.843,5.059,5.202,28.405,49.224,2015/9/3 1:10,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,101,60,140.1,140,160,159.9,180,180,180,180,180,180,200,199.9,240,240.2,259.9,259.9,56.3,0.91,3851,0,0,101,2,155,92,82,45,101,130,119,78,114,101,106,21,90,256,194,418,362,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,4,291,382,447,30,NA,0,0,9,0,1,1,0,0,0,0,0,0
6,56598,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145260,1010000000000.00 ,1007990905,2.02E+16,2.02E+16,143,部品脚折れ?曲がり,0,正常,0,None,2,v-CA-01,3,266,10,0,1,25:28.5,10:51.8,2015/9/3 1:17,2015/9/3 1:21,0,1661200-0-1_1,10,260,2015/9/3 1:28,2015/9/3 1:29,0,1661200-0-1_2,19,2015/9/3 1:09,2015/9/3 1:09,5301481-4-1,19,206.472,0,1,-0.029,-0.505,-1.211,97.18,16.875,5.1,5.205,28.497,49.224,2015/9/3 1:10,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,101,60,140.1,140,160,159.9,180,180,180,180,180,180,200,199.9,240,240.2,259.9,259.9,56.3,0.91,3851,0,0,101,2,155,92,82,45,101,130,119,78,114,101,106,21,90,256,194,418,362,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,5,484,208,445,30,NA,0,0,10,0,1,1,0,0,0,0,0,0
6,56599,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145261,1010000000000.00 ,1007990905,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,2,v-CA-01,4,266,10,0,1,25:30.3,10:51.8,2015/9/3 1:18,2015/9/3 1:24,1,1661200-0-1_1,10,260,2015/9/3 1:29,2015/9/3 1:30,0,1661200-0-1_2,20,2015/9/3 1:09,2015/9/3 1:10,5301481-4-1,20,206.473,1,0,0.259,-1.537,-2.377,97.18,18.766,4.854,5.088,28.497,49.148,2015/9/3 1:10,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,101,60,140.1,140,160,159.9,180,180,180,180,180,180,200,199.9,240,240.2,259.9,259.9,56.3,0.91,3851,0,0,101,2,155,92,82,45,101,130,119,78,114,101,106,21,90,256,194,418,362,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,5,503,350,298,79,NA,0,0,19,0,1,1,1,0,0,0,0,0
6,56643,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145292,1010000000000.00 ,1007990906,2.02E+16,2.02E+16,143,部品脚折れ?曲がり,0,正常,0,None,5,v-CA-04,2,266,10,0,1,49:04.3,10:51.9,2015/9/3 1:19,2015/9/3 1:24,0,1661200-0-1_1,11,260,2015/9/3 1:30,2015/9/3 1:31,0,1661200-0-1_2,21,2015/9/3 1:10,2015/9/3 1:10,5301481-4-1,21,206.473,0,1,0.243,-0.457,-1.172,97.18,16.781,5.075,5.205,28.436,49.186,2015/9/3 1:10,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,101,60,140.1,140,160,159.9,180,180,180,180,180,180,200,199.9,240,240.2,259.9,259.9,56.3,0.91,3851,0,0,101,2,155,92,82,45,101,130,119,78,114,101,106,21,90,256,194,418,362,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,4,522,349,347,30,NA,0,1,19,0,1,1,1,1,0,0,0,0
6,56644,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145293,1010000000000.00 ,1007990906,2.02E+16,2.02E+16,142,部品位置ずれ,0,正常,0,None,5,v-CA-04,3,266,10,0,1,49:06.7,10:51.9,2015/9/3 1:19,2015/9/3 1:25,1,1661200-0-1_1,11,260,2015/9/3 1:31,2015/9/3 1:31,0,1661200-0-1_2,22,2015/9/3 1:10,2015/9/3 1:10,5301481-4-1,22,206.473,1,0,-0.101,-1.646,-2.392,97.18,16.813,4.825,5.147,28.466,49.301,2015/9/3 1:10,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,101,60,140.1,140,160,159.9,180,180,180,180,180,180,200,199.9,240,240.2,259.9,259.9,56.3,0.91,3851,0,0,101,2,155,92,82,45,101,130,119,78,114,101,106,21,90,256,194,418,362,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,4,544,346,344,31,NA,0,1,19,0,1,1,1,1,0,0,0,0
6,56654,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145294,1010000000000.00 ,1007990906,2.02E+16,2.02E+16,143,部品脚折れ?曲がり,0,正常,0,None,5,v-CA-04,1,266,10,0,1,04:50.6,10:52.0,2015/9/3 1:20,2015/9/3 1:25,0,1661200-0-1_1,12,260,2015/9/3 1:31,2015/9/3 1:32,0,1661200-0-1_2,23,2015/9/3 1:10,2015/9/3 1:10,5301481-4-1,23,206.473,0,1,0.302,-0.517,-1.151,97.18,16.797,5.1,5.26,28.436,49.263,2015/9/3 1:10,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,101,60,140.1,140,160,159.9,180,180,180,180,180,180,200,199.9,240,240.2,259.9,259.9,56.3,0.91,3851,0,0,101,2,155,92,82,45,101,130,119,78,114,101,106,21,90,256,194,418,362,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,4,555,349,347,30,NA,0,1,18,0,1,1,1,1,0,0,0,0
6,56655,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145295,1010000000000.00 ,1007990906,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,5,v-CA-04,5,266,10,0,1,04:53.1,10:52.0,2015/9/3 1:20,2015/9/3 1:27,1,1661200-0-1_1,12,260,2015/9/3 1:32,2015/9/3 1:34,0,1661200-0-1_2,24,2015/9/3 1:11,2015/9/3 1:11,5301481-4-1,24,206.473,1,0,-0.11,-1.638,-2.407,97.18,16.875,5.059,5.202,28.436,49.301,2015/9/3 1:12,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,101,60,139.9,139.8,160,160,180,180,179.9,180,180,180,200,200,240,240.3,259.9,260.1,56.1,0.9,4484,4,0,101,2,105,153,133,85,167,153,198,96,86,102,69,29,64,256,143,375,398,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,5,546,395,296,102,NA,0,2,15,0,1,1,1,1,0,0,0,0
6,56656,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145296,1010000000000.00 ,1007990906,2.02E+16,2.02E+16,131,部品哙い,0,正常,0,None,5,v-CA-04,2,266,10,0,1,04:55.0,10:52.0,2015/9/3 1:21,2015/9/3 1:27,0,1661200-0-1_1,13,260,2015/9/3 1:34,2015/9/3 1:34,0,1661200-0-1_2,25,2015/9/3 1:11,2015/9/3 1:11,5301481-4-1,25,206.473,0,1,0.245,-0.417,-1.16,97.18,16.813,5.1,5.151,28.405,49.263,2015/9/3 1:12,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,101,60,139.9,139.8,160,160,180,180,179.9,180,180,180,200,200,240,240.3,259.9,260.1,56.1,0.9,4484,4,0,101,2,105,153,133,85,167,153,198,96,86,102,69,29,64,256,143,375,398,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,5,562,393,371,29,NA,0,2,14,0,1,1,1,1,0,0,0,0
6,56657,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145297,1010000000000.00 ,1007990906,2.02E+16,2.02E+16,143,部品脚折れ?曲がり,0,正常,0,None,5,v-CA-04,3,266,10,0,1,04:56.6,10:52.0,2015/9/3 1:24,2015/9/3 1:28,1,1661200-0-1_1,13,260,2015/9/3 1:34,2015/9/3 1:35,0,1661200-0-1_2,26,2015/9/3 1:12,2015/9/3 1:12,5301481-4-1,26,206.473,1,0,0.062,-1.619,-2.447,97.18,16.843,5.059,5.088,28.466,49.301,2015/9/3 1:12,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,101,60,139.9,139.8,160,160,180,180,179.9,180,180,180,200,200,240,240.3,259.9,260.1,56.1,0.9,4484,4,0,101,2,105,153,133,85,167,153,198,96,86,102,69,29,64,256,143,375,398,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,5,727,248,367,33,NA,0,2,15,0,1,1,1,1,0,0,0,0
6,56658,VT-S730-0064,VT-S730-0064,83,65,5301481-4_1,121300,101000,2,65,192559,0,2,3,NA,2.02E+16,145298,1010000000000.00 ,1007990906,2.02E+16,2.02E+16,142,部品位置ずれ,0,正常,0,None,5,v-CA-04,4,266,10,0,1,04:58.4,10:52.0,2015/9/3 1:24,2015/9/3 1:29,0,1661200-0-1_1,14,260,2015/9/3 1:35,2015/9/3 1:35,0,1661200-0-1_2,27,2015/9/3 1:12,2015/9/3 1:12,5301481-4-1,27,206.473,0,1,0.287,-0.428,-1.241,97.18,16.891,5.075,5.205,28.436,49.377,2015/9/3 1:12,140,140,160,160,180,180,180,180,180,180,200,200,240,240,260,260,6,0.9,5000,1,2,101,60,139.9,139.8,160,160,180,180,179.9,180,180,180,200,200,240,240.3,259.9,260.1,56.1,0.9,4484,4,0,101,2,105,153,133,85,167,153,198,96,86,102,69,29,64,256,143,375,398,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,1661200-0-1_1,2015/9/3 0:59,121.3,101,1,104.394,6.35,9.81,91.286,0,5301481-4-1,2015/9/3 0:46,5,5,50,50,90,15,101,121.3,1.1,102.315,5.9,7.731,90.836,102.315,5.9,7.731,90.836,6,0,6.05E+16,30,2.08E+16,2.00E+17,2,0,0,0,0,0,0,1661200-0-1_2,2015/9/3 1:00,121.3,101,1,104.394,6.35,9.81,91.286,10000,4,743,247,373,29,NA,0,2,17,0,1,1,1,1,0,0,0,0
