1,-0.28125,-0.672916667,0.715364583,0,0.015590239,0.014984711
1,-0.279233871,-0.678175403,0.701108871,0.013599534,0.014298446,0.018717182
1,-0.287828947,-0.676221805,0.704182331,0.012740077,0.015008195,0.019369797
1,-0.283890845,-0.68221831,0.707306338,0.008692085,0.011711386,0.018349176
1,-0.286422414,-0.684051724,0.703232759,0.015576992,0.009791221,0.015624628
1,-0.288292254,-0.6875,0.70290493,0.016748501,0,0.01562345
1,-0.28125,-0.68835034,0.706845238,0,0.008887987,0.01834647
1,-0.284796099,-0.686613475,0.684840426,0.014458782,0.005188254,0.021538175
1,-0.289001938,-0.685562016,0.703003876,0.0134965,0.007536991,0.019111514
1,-0.288712687,-0.694962687,0.691231343,0.017149978,0.017149978,0.018327316
1,-0.283723022,-0.70368705,0.683902878,0.013549028,0.015614888,0.014556128
1,-0.280570652,-0.705615942,0.6875,0.009567314,0.015425169,0.018430245
1,-0.285066794,-0.71230916,0.677958015,0.010232639,0.016705288,0.021111304
1,-0.284981343,-0.716884328,0.661847015,0.01480831,0.007404155,0.016130239
1,-0.286569149,-0.716312057,0.661569149,0.015771673,0.00838106,0.011744363
1,-0.28125,-0.721223022,0.659847122,0.010602362,0.01593212,0.018008079
1,-0.285218254,-0.720734127,0.65625,0.01040485,0.007620184,0.01574852
1,-0.283101852,-0.719444444,0.65625,0.007378415,0.011702986,0.015214515
1,-0.283088235,-0.719898897,0.65625,0.007352941,0.012225906,0.021437323
1,-0.286931818,-0.724431818,0.654592803,0.012052956,0.016237148,0.016905133
1,-0.286607143,-0.721205357,0.651785714,0.015821469,0.008408397,0.015204809
1,-0.289991259,-0.733828671,0.660402098,0.014026929,0.015615446,0.01703144
1,-0.286458333,-0.725694444,0.657986111,0.011646187,0.012991866,0.016378439
1,-0.289930556,-0.734809028,0.652777778,0.013996975,0.015618971,0.014316339
1,-0.283061594,-0.727355072,0.639039855,0.012905622,0.013959271,0.015544386
1,-0.284981343,-0.72994403,0.639925373,0.010133191,0.014983562,0.015609329
1,-0.28653169,-0.72931338,0.653169014,0.011711386,0.014782443,0.022954938
1,-0.288392857,-0.736607143,0.649107143,0.016846395,0.015464739,0.019884873
1,-0.292253521,-0.736795775,0.643926056,0.014925902,0.015436336,0.021291174
